DateTime,Consumption,Month,Year,Week
2017-05-06,8127.0,5.0,2017.0,18.0
2017-05-07,8183.913043478261,5.0,2017.0,18.0
2017-05-08,9136.791666666666,5.0,2017.0,19.0
2017-05-09,9098.791666666666,5.0,2017.0,19.0
2017-05-10,9235.125,5.0,2017.0,19.0
2017-05-11,9233.375,5.0,2017.0,19.0
2017-05-12,9211.25,5.0,2017.0,19.0
2017-05-13,8511.416666666666,5.0,2017.0,19.0
2017-05-14,8037.625,5.0,2017.0,19.0
2017-05-15,8699.791666666666,5.0,2017.0,20.0
2017-05-16,8807.041666666666,5.0,2017.0,20.0
2017-05-17,8704.0,5.0,2017.0,20.0
2017-05-18,8759.375,5.0,2017.0,20.0
2017-05-19,8530.541666666666,5.0,2017.0,20.0
2017-05-20,7930.875,5.0,2017.0,20.0
2017-05-21,7691.875,5.0,2017.0,20.0
2017-05-22,8211.041666666666,5.0,2017.0,21.0
2017-05-23,8037.041666666667,5.0,2017.0,21.0
2017-05-24,8267.25,5.0,2017.0,21.0
2017-05-25,7985.958333333333,5.0,2017.0,21.0
2017-05-26,8205.75,5.0,2017.0,21.0
2017-05-27,8052.416666666667,5.0,2017.0,21.0
2017-05-28,7776.0,5.0,2017.0,21.0
2017-05-29,8422.416666666666,5.0,2017.0,22.0
2017-05-30,8550.375,5.0,2017.0,22.0
2017-05-31,8509.625,5.0,2017.0,22.0
2017-06-01,8505.04347826087,6.0,2017.0,22.0
2017-06-02,8826.833333333334,6.0,2017.0,22.0
2017-06-03,8095.166666666667,6.0,2017.0,22.0
